driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52
1,108599,96761,95486,95173,94975,93772,94131,93461,93653,94523,93403,93114,94233,93731,93710,93287,93531,92930,92821,93154,93741,93913,95225,94620,93916,113205,92481,91682,91546,92156,91810,93269,124711,128219,144850,143019,140116,92986,149101,145335,142030,91858,91871,92560,92304,91985,92370,91289,91269,91509,91409,91245
4,105688,96900,95875,96474,96797,96084,95956,95782,95789,96137,95679,95717,95481,114202,94773,94775,95032,94641,94679,95118,95512,94752,94382,94570,94621,95269,95062,94997,94948,94968,95001,105571,143130,103559,107982,135599,135002,103550,143300,144432,137770,96460,94200,94118,94080,94270,93795,93569,93907,93940,93522,93482
8,100019,94290,93735,94025,94305,93843,94208,93769,93684,94084,94266,94091,94071,122562,92270,93048,93045,92135,92588,93414,94315,92736,93125,93420,93223,93445,93191,93279,92816,93689,93079,93443,120398,145707,140934,140913,138465,95297,148092,144701,141953,92235,91289,92007,92246,91843,92524,92742,91376,91541,90795,91165
20,94886,92918,92723,93108,92991,93359,93315,93302,93098,93356,93687,93784,93980,93877,94183,94418,94055,94352,94368,93745,112098,93033,92856,93129,92745,93422,93453,93033,93130,93095,92889,93175,114144,153964,151157,142866,140191,91906,150024,144933,142769,91750,91534,93085,92190,91930,90696,91758,91193,91116,91421,91594
154,106494,97831,96056,96663,96167,96307,96211,96088,96190,96358,95889,96082,96404,95946,95239,95446,95071,95191,95305,95396,95413,95309,94907,95159,94974,95070,115250,94391,94556,94672,94509,115414,129158,103409,104015,136146,134474,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
807,101799,95432,94933,95088,95303,95608,95829,95417,95492,96624,95421,95244,95846,95615,95467,95030,96283,95300,95043,94272,115604,95281,95443,95629,95641,95217,95633,95335,94997,94824,95055,108493,127821,102055,115063,141314,136642,100012,144185,144483,140951,94429,94175,94191,93903,93963,93777,93405,93870,93902,93881,93784
815,117814,95283,94485,96063,95632,96073,95057,95191,95805,96275,96010,96433,95580,114144,94547,94630,95834,94797,94605,94175,95982,94832,95512,94549,94759,95243,95255,94671,94637,94294,94748,108640,144544,103974,101669,133477,133005,104084,142541,145282,136142,96411,94281,93968,94108,94137,94085,93472,93941,95285,94384,94147
817,100783,94422,93976,94024,94203,94110,93896,93936,94000,94089,94135,93881,94512,94241,94384,93816,94183,93433,113100,93391,93385,93195,93744,93268,93031,93206,92934,93093,92938,92640,111641,92919,128933,131124,132811,141249,137737,96728,146903,144765,141496,92592,92596,92260,92326,91589,91709,92106,93048,92575,91945,92283
822,96818,94460,93267,93616,93653,93494,93703,93220,93307,93606,93686,93528,93995,94091,93960,93794,94073,94016,93876,93837,93608,111503,92236,92671,92950,93404,92792,93285,92832,92632,92924,92795,119767,145721,150106,143463,140539,91792,149372,145353,143053,91873,91377,93151,92233,91805,93411,93203,94060,92299,92209,92248
825,104840,96991,95820,96839,95830,96799,95875,95754,95677,96028,95720,95532,95706,96359,95660,95054,95228,95046,94784,94775,94690,94810,94481,94815,93964,114467,94892,94863,95204,95005,94961,109846,129342,99504,113576,141069,136384,101993,142801,145385,139588,95338,94172,94148,94031,94228,93800,93604,94066,93816,93676,96136
