driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71
1,88284,85868,85213,84889,84683,84313,84718,85083,84741,84379,84256,84197,84328,83928,83499,83811,83616,84179,83554,83008,83504,83266,83209,83079,83382,83272,83506,88278,101858,82441,82100,82577,82650,82553,82837,83113,82631,82671,82441,82351,82497,81994,82431,82187,81940,81994,82252,85344,100611,80853,80815,92231,135773,125326,125656,122254,121297,83749,81915,81379,80858,81100,81158,81750,80902,80772,80723,81050,81354,80966,81595
3,87651,85195,85292,85129,84369,84599,84349,84501,84835,84753,84670,84012,83998,83634,83620,83548,83508,83834,83228,83161,83522,83265,83496,83669,83316,86460,101749,83551,83422,82872,82892,82754,82244,82751,82780,82638,82587,82616,82721,82407,82348,82333,82153,81932,82013,85131,100690,81673,81367,81621,81244,90276,138807,124280,127406,122918,121455,82656,82167,81393,81051,81051,81283,81080,81109,81069,80521,81191,80948,81021,81253
4,118053,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
8,99738,87187,87176,86682,86582,86345,86415,85430,85887,86223,85377,85343,85242,85158,85476,85081,85006,85247,84138,84054,84759,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
13,93954,86553,85951,85765,85957,86162,86092,86213,88499,104634,84728,84874,84495,84139,84088,84033,83953,84141,84154,83879,83724,84669,84016,83921,83734,83774,83774,83496,83610,83567,83352,83348,83107,83287,83148,83171,83032,83705,83353,83202,83047,83330,83390,83964,83256,83807,83376,83432,83408,83932,85330,102835,127081,100731,122713,123205,119805,84610,83290,82737,82373,82404,82608,82699,82534,82701,82197,82149,82306,82018,82009
18,100285,88698,88031,87310,87905,87038,86620,86734,86751,86772,87882,87953,86330,86951,86197,85920,85985,86644,86014,85634,85573,86528,87868,85277,85126,85620,85243,85689,85505,88203,104513,84897,84263,84224,84631,84344,84874,85021,84502,84039,84534,87360,84427,84801,85990,85914,87313,102762,83006,83275,109449,111118,91321,105707,86009,86130,87854,86891,84344,83926,85245,83914,84340,84489,84026,84038,83956,83560,83759,83663,83537
20,111880,111515,85006,84764,84745,84493,84737,84516,84455,84953,84510,84024,84159,84487,84121,85335,97495,84705,84019,83691,83535,84039,85355,84081,84183,83767,85313,83848,84014,84183,83864,83621,84250,83282,86656,101730,82321,82561,82858,84766,82841,82353,82358,82241,82193,82363,82094,81847,82073,82172,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
154,97207,87521,86561,86034,86317,86363,87102,86874,87077,87934,89802,105257,85344,84841,84826,84840,85155,84617,84676,84476,85116,84614,84226,84182,84111,83731,83916,84390,84019,83846,83821,83901,84026,83768,83661,84041,83609,83580,83604,84295,83164,83038,83292,83074,83054,83286,83225,83527,83422,83415,83337,112675,126022,88620,106042,122374,116973,85287,84208,83740,83346,83469,83640,84022,83645,83872,83367,83357,82893,83029,83276
807,95220,86917,86487,86905,85915,85994,86882,86414,89315,104603,84289,85309,84499,84410,84355,84154,84132,84243,84125,83775,83712,84012,84006,83645,83766,83935,84274,83516,83851,83586,83209,83304,83298,83321,83249,83305,83523,83402,83778,83322,83468,82960,83267,83528,83184,83019,82850,83455,83048,82956,83251,102992,127197,100140,123685,121992,119232,84876,83580,82935,82761,82546,82436,82464,82874,82577,82765,82488,82391,82517,83507
813,96745,86898,86467,86080,86385,86267,86812,87041,87220,89871,110193,84793,85229,85070,85307,84849,85106,85133,84721,84172,84978,84908,85595,84139,83951,84022,84649,84330,84022,83894,83876,83645,83963,83671,83561,83675,83594,83589,83347,83477,83448,83307,83235,84409,83456,83171,83286,83484,83734,83382,85314,113630,119516,89279,106657,120850,117252,85195,84079,83687,83522,83463,85307,83267,83470,83170,83432,83148,82965,82963,83253
815,94892,86677,86209,86244,85953,85732,86038,86384,86392,86403,86473,85857,85754,85050,85159,85156,85223,88600,105114,83860,84301,84088,84067,84031,84239,84448,84277,84272,83824,83807,83797,84239,84391,83667,83556,83573,83502,83378,83146,83291,83112,83155,83345,83325,83210,83375,83157,83470,83531,83975,82757,106428,110569,97772,124260,121449,118940,85080,84118,83616,83018,82930,83068,83178,83376,83319,83599,83475,83268,83233,83209
817,91125,86066,86138,85805,85759,85802,85409,85560,85953,85573,85243,84991,84793,84501,84414,84667,84232,84242,84360,84751,84938,84849,84979,87792,103511,83906,83343,83306,83397,83305,83155,83087,82991,83170,83101,83089,83524,83245,83826,84231,83943,83735,83215,82898,82797,83025,83183,82731,82989,83791,82659,102371,125447,104099,122762,123582,119446,84590,83131,82677,82099,82221,82817,82769,82563,82372,82334,82151,81806,81625,82763
822,92578,86063,85442,86060,85837,85788,85793,88696,104560,85650,84767,84538,84584,84341,83874,84058,83916,84217,84448,83975,83951,85978,84222,83716,83504,83818,83366,83314,83387,83381,83292,83232,82992,83063,82957,83090,83138,83466,83407,82972,83007,83036,83431,83012,82945,82628,82781,82639,82711,82829,82847,97990,115838,126783,123497,123111,119970,83789,83355,82151,81789,81829,81803,81938,81705,81678,81832,81585,81663,82939,83088
826,89420,86472,85641,85258,85326,85213,85495,85134,84878,84875,84661,84610,84574,84365,85227,84595,84172,84409,84630,84746,87960,103291,83919,83427,83678,83557,84083,83712,83501,83812,83330,83441,83367,83219,82865,83096,83299,83795,83483,83037,83192,82517,83503,82538,82719,82952,82780,82735,82443,82570,82497,99455,126327,117150,123438,123244,120547,84734,83173,82339,82206,82003,83056,82225,81970,81879,81684,81955,81549,81950,82707
