driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44
1,128196,129953,124684,115388,115170,143312,146000,175453,182605,1156450,114217,113759,114607,115332,115144,114381,115030,114232,115029,114731,120001,128602,113804,113287,112973,112607,112361,112744,112687,113286,113394,120469,125323,111991,112794,111974,112745,112048,111692,111583,111778,113891,115098,117887
3,116000,117597,130816,113974,114417,136354,167178,175607,182739,1160189,111746,113894,113630,114467,114191,114268,113722,113531,113727,114272,113893,114029,113365,113503,113721,118278,126494,112653,113257,112938,112318,112891,113525,113208,113217,112942,112588,112851,113531,113501,114497,113305,112694,115540
4,127074,129105,122849,116707,116866,142289,146603,175560,181518,1157758,114768,115591,115315,115172,115369,115580,115485,115501,115432,115586,115516,115551,119771,128228,114574,114777,114758,114582,114919,116154,114996,115044,115255,115744,115549,115238,115378,114998,115273,114962,114952,114812,114484,114860
8,165732,205616,113759,114332,140818,159653,175330,118085,144599,1083424,117316,118222,116086,116151,115579,115692,115663,115775,116577,115497,116450,114979,114910,119344,127217,113684,113498,113618,113996,114123,114004,113868,114853,114809,114930,114815,115372,115150,115184,114920,115737,113946,114336,114518
13,122312,125596,136556,115574,116135,142409,145392,175833,182101,1155860,114602,115357,115133,115260,115458,115475,115340,115711,115712,116014,115949,120387,127887,114517,114342,114499,114798,114629,116431,114927,114778,114963,116279,115679,114855,115071,115352,115067,115170,115061,116483,116482,115444,116051
18.0,141859.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
20,136688,140875,116879,114656,114537,145987,139847,176470,184611,1149160,116014,116179,115130,116007,116500,116112,114827,114978,115009,114902,115219,116059,120101,126865,115466,115418,113532,113827,114484,114508,114717,114949,116264,113718,112728,113880,113475,113575,113499,113488,113873,113533,113751,114155
154,123445,125283,125044,117014,116413,144466,156458,175997,184657,1150508,115863,115322,115909,116112,116505,117265,117324,117597,116541,117179,116473,117864,125887,128461,113803,114543,114939,114818,115790,115909,114150,114612,114773,114854,115839,113803,114595,114264,114258,114251,114217,114636,114690,115201
807,120111,118104,128998,114360,115453,140286,160723,175897,182791,1159446,113876,114302,114573,114815,114927,115097,115361,116994,115621,115669,115606,116067,120297,128333,113615,114704,114254,114313,114466,114192,113769,113997,113811,114639,113671,113691,113551,113911,113760,113724,113530,113778,113887,113995
815,125346,124605,124301,115375,115546,143131,155958,175984,183030,1154576,115866,115048,115157,115064,115273,115484,115515,115539,115802,115795,116149,115960,115367,119600,126017,114456,114712,114699,114140,113839,113740,113882,113542,113414,113826,113853,113668,114010,113902,113880,113959,113811,113998,114899
