driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56
1,108000,166250,152906,152833,104215,104508,103589,103458,103567,103720,104123,104259,104674,104963,104703,105280,124000,104634,103988,104011,103996,103622,104178,104009,103735,104699,104236,104409,104480,103931,104110,104117,103931,122631,103816,103350,102618,103072,102603,102351,102127,102755,102776,102702,102831,102875,102254,101941,101929,102724,102616,102581,102844,102714,104049,103492
3,107097,166094,152448,153664,104162,104090,104049,103270,103452,103655,104308,104211,104406,104138,104075,124690,104807,104559,104678,104373,104384,103905,104156,105711,104220,104590,104459,104402,104617,104403,104392,104465,103913,103673,123740,102381,102718,102823,102473,102443,102301,102519,102755,102759,102766,102371,102330,101932,102462,102591,102695,103528,102425,102567,103258,105746
4,112054,165454,151877,152540,107628,106232,105452,105125,105252,104943,105522,105247,105248,105823,105849,106222,125526,105752,105680,106037,106919,106177,106450,105617,105608,106096,105259,105325,104891,105318,104519,105307,104430,104292,104750,104929,105137,104754,105112,104893,104722,105170,105709,125993,103694,104961,101474,102971,105038,106138,101690,106042,107861,104721,110704,103882
807.0,116291.0,173995.0,151249.0,144665.0,109172.0,108108.0,106508.0,106284.0,106504.0,106502.0,107108.0,106473.0,106508.0,106483.0,106226.0,106332.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
8.0,114233.0,165474.0,152355.0,150683.0,107494.0,106526.0,106041.0,105646.0,105303.0,105041.0,105557.0,105831.0,105691.0,105755.0,105475.0,106288.0,106802.0,125797.0,106360.0,106231.0,105831.0,105837.0,106192.0,107814.0,106072.0,107096.0,106814.0,106467.0,105788.0,105434.0,105428.0,105512.0,104991.0,105347.0,105306.0,105028.0,105362.0,105025.0,105053.0,105367.0,105382.0,105936.0,123835.0,103787.0,103724.0,103447.0,103687.0,105621.0,104968.0,106161.0,105569.0,107187.0,124047.0,102888.0,104013.0,100000000.0
13,109601,166009,152650,152950,105135,104900,104167,103775,104064,103944,105003,105149,105019,105787,124682,104901,103960,104269,104281,104574,104301,103946,104277,104210,104015,104054,103978,104254,104127,104058,104365,105079,124549,103495,103521,103340,103920,103939,103671,103476,103556,103576,103924,103947,103676,103400,103455,103026,102996,102971,103230,103437,103342,103385,103915,104478
813,116791,163834,152582,150010,108122,106865,106039,105692,105670,105366,105635,105496,105750,105801,106114,131750,105816,105836,105921,106214,105316,105134,105528,105308,105336,105913,105034,107125,104909,104684,106259,105355,104950,105341,105245,125117,103843,103808,104079,104479,105051,105568,104965,104876,104767,104829,104597,105155,105020,105117,104369,105462,104442,104483,105161,105726
815.0,146788.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
817,112988,165712,152040,151433,105664,105358,104369,104341,104182,104287,104708,104644,104922,105467,124034,104698,104262,104513,104553,104664,104540,103819,104349,104255,104289,104395,103820,104173,104083,103873,104194,123048,102831,103282,103412,103605,103642,103544,103328,103380,103486,103543,103689,103843,103624,103900,103606,103308,103348,103276,103411,103275,103317,103478,103454,105086
18.0,116822.0,173017.0,150563.0,145258.0,108352.0,107829.0,106831.0,106240.0,106888.0,106239.0,106557.0,106293.0,106574.0,106416.0,106282.0,106485.0,106264.0,106676.0,106376.0,106838.0,107126.0,106144.0,106554.0,107476.0,106300.0,106859.0,107818.0,108736.0,123911.0,104948.0,104790.0,104733.0,104255.0,104607.0,104992.0,104596.0,104842.0,104570.0,104498.0,104657.0,105424.0,104726.0,104820.0,105330.0,105540.0,105128.0,104927.0,104908.0,105272.0,104889.0,105010.0,106161.0,107173.0,107748.0,108842.0,100000000.0
