driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70
1,130539,107776,109381,105005,105419,104794,104377,109213,133703,123423,138586,139149,128966,97865,98546,93775,92686,91238,90627,90236,89911,90114,110699,123563,130026,128959,90493,89608,89178,89594,89144,89656,88423,88942,87540,87380,87948,88095,91255,108177,87414,87600,88123,88463,88424,88066,88235,88624,88317,88204,88177,88181,88598,88962,89307,88394,87999,87962,87489,88101,88452,88717,88481,89203,89167,89211,89708,90289,89315,89723
3,109365,105177,104422,104232,103566,103046,104303,102447,146958,143803,134365,139580,135661,99743,98944,93980,92567,91101,90462,90096,90169,89987,109557,123765,130729,129733,89996,89595,89265,89463,89225,92683,108167,89045,87642,88978,89517,88708,89390,87516,87673,87361,87569,87810,87764,88059,88379,88205,88442,88164,88346,88419,88631,88908,89262,92413,105158,88161,89543,88325,86083,86766,86019,85724,86631,85823,86066,86730,88384,89653
4,113306,107768,105939,105187,105415,104180,103824,104992,135334,144573,134885,139935,132961,99067,97770,92838,90977,90643,90599,90325,89901,90439,108774,125224,131458,130151,89536,89081,88760,88439,88791,88620,88623,88626,88755,88809,88682,91916,106824,87419,88289,88759,88318,88444,88539,87981,88459,88348,88397,88256,88096,88408,88482,88423,88281,88359,88597,88643,88511,88463,88890,88796,88704,89131,89192,89132,89175,91015,89247,89602
8,120329,110127,108346,108194,107470,106757,105985,112011,138027,117587,138254,139079,128791,100827,97752,95452,93757,92697,91860,91531,90996,90813,115094,113078,129055,126461,92127,90658,91399,90502,88879,89600,89086,89058,89095,88793,89279,89051,89498,89298,92191,108938,89663,88623,88415,88299,87983,88263,88041,88082,88312,88647,88533,88194,89106,89143,89142,88940,89701,89525,89046,88555,88998,89566,89293,88978,88930,89053,89440,90296
13,116659,108498,107640,107051,106540,106472,105042,107870,136537,123890,134048,139902,135397,98697,96584,94079,92223,91470,90728,90126,89995,89738,109035,133215,130616,127593,91553,89679,90027,89402,89268,89659,89247,89799,89611,89235,88983,89073,89359,89512,89051,89406,89665,89515,92243,107558,88317,88325,88241,88397,88229,88481,88451,88498,88884,89034,89251,89224,89730,88653,89410,88559,88817,89569,89182,88890,88889,88991,89371,90016
16,119857,109914,108545,108162,107376,106617,105608,109692,146578,115118,137735,138956,128284,100287,97763,95582,93634,93222,92435,91420,91211,91037,113791,113408,128434,126173,92320,90950,91267,91655,90597,90373,90004,90021,90103,89545,89896,90019,92904,108995,88704,88770,89309,89599,89387,89615,89420,89635,89552,89337,89265,89562,89271,89695,89760,89671,89787,89343,89715,90009,89907,90016,90317,90166,90071,89969,90393,90474,91043,91977
18,114271,107832,107013,106187,105641,105012,104769,106642,137372,130656,134275,139822,134850,96787,101388,116032,93490,91894,93115,90396,90739,93682,112455,107874,124102,125518,92650,90565,90711,90329,89787,89652,89673,89689,89667,89579,92234,108672,90127,90035,89853,90074,90030,89767,89421,89667,89755,89432,89444,89156,89430,89375,89647,89602,89742,89741,89573,89556,89685,90103,89765,90057,90040,89979,90038,89976,90339,90419,91363,92125
20,112455,106756,105961,105400,104496,104310,104552,104034,137406,144210,134685,140014,133835,99752,98283,94045,92645,91156,90772,90182,89901,90074,108959,124620,129977,129726,90414,89525,89279,89497,89234,91990,95209,107969,89557,89621,89555,89506,89471,89496,89525,91236,89696,89128,89014,89003,89078,89018,88811,88891,88847,88746,88762,89131,88986,88775,89159,88962,88934,89233,89026,89041,88868,89131,89309,89363,89785,89615,90371,90049
154,121019,110602,108871,108224,107151,107167,106312,111139,137147,118110,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
155,123129,111884,109459,109333,108266,108072,108554,112808,149519,108387,127919,139404,127990,99794,98280,97307,98532,94209,93742,94000,92888,97592,113951,102223,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
