driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44
1,119009,116032,115574,115717,115188,115282,115165,115152,115387,115259,119900,129967,116403,113984,115478,113647,113923,113706,113475,113972,114016,114153,113947,114203,114410,119459,126400,112840,113103,113802,113061,113185,112886,112621,112074,111769,112117,111597,111596,112346,111855,112018,111877,112375
3,120369,116098,115871,115976,115980,116739,115709,115684,116009,116204,115919,120243,127781,114339,114360,114050,114092,114074,114025,114113,114242,114151,113686,114059,118012,126965,113407,113034,113635,113253,113114,112948,112566,112071,112063,111951,111759,111774,111582,111866,112475,111931,111929,111960
4,121241,116676,116095,115174,115816,114885,115121,115170,115164,115161,115409,115516,119884,127057,113905,113289,113943,113559,113181,113309,113358,113369,113562,113432,114448,113649,113625,118948,125064,111417,112007,111801,111761,112005,112150,111383,111893,112013,111897,112485,112524,112087,112334,112298
8.0,124092.0,116592.0,116761.0,116375.0,117313.0,116340.0,116873.0,116501.0,115729.0,115984.0,115530.0,115599.0,115925.0,120141.0,129952.0,116049.0,116021.0,115093.0,113932.0,113688.0,113881.0,114366.0,114698.0,115183.0,124230.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
13,124914,117616,117484,116205,116577,116674,116815,116186,120641,128198,114244,116409,114434,115287,116255,115506,114360,115770,114764,114488,114523,114904,114651,114885,115262,119612,126204,113448,112404,112561,112509,112363,112217,112323,112390,112300,112457,112750,112342,112182,112556,112591,112758,113099
16,125656,117406,117526,116582,116309,116406,117875,116464,117105,116552,120414,129147,114778,115934,115215,115152,115419,115901,114954,114899,115173,115244,114752,114754,114803,118930,131753,113527,112922,112868,112768,112817,112674,112659,112226,112627,112689,112519,112438,113142,112799,112666,112408,112891
17,122006,116666,116234,116110,115353,115726,115795,115306,116040,116086,116154,116025,119890,128116,113458,114669,114212,113641,113670,113667,114018,113970,113859,114434,113884,114486,114283,114430,119136,125703,111397,111639,111665,111786,112024,112507,111991,111743,111704,111770,112664,112085,112229,113810
18,120966,116457,116035,117103,116800,115897,116094,115606,115823,115878,116071,116208,115846,116026,116536,116148,121157,128289,113295,113613,113839,113493,113778,113419,113448,113674,113321,113520,113580,113431,113289,113550,113464,118100,125429,110823,111078,111050,111291,111560,111631,111942,112100,112332
20,117568,114624,114865,114992,115508,115094,115199,115088,115228,115289,115375,115189,115501,119857,127144,112804,113091,112915,113138,112996,113022,113090,113473,113374,113397,113663,113362,114059,113677,117759,125219,110885,111683,110976,111051,111122,110849,111033,111106,110756,111184,111288,112100,112603
154,123575,117843,116852,116461,116803,116736,116820,118248,116231,115864,115980,116593,115610,117247,115941,116490,116645,115725,115876,116044,116546,120781,128048,114174,113817,113376,113299,113837,113758,113121,112721,112823,112637,112497,112588,112541,112603,112563,112579,114703,112795,112764,112945,112942
