driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71
1,85720,80712,79247,79191,79371,79341,79191,79396,79250,78873,79140,79038,78975,79013,79080,79005,79130,79395,79130,79245,83961,92715,77375,77015,77299,77880,77698,77979,77370,77795,77955,78431,78625,78076,77600,78348,77947,78101,78103,77905,77949,78193,77758,77875,77970,78041,107301,95868,77215,76753,76692,81674,86598,77311,76833,77007,77425,77217,76946,76790,76780,76931,76899,76929,77697,78079,77549,77020,77213,77132,77937
3,84725,79788,79486,79954,79268,79376,79822,79280,79139,79103,80148,79393,79107,79561,80607,79398,79688,79569,79612,79816,79818,84620,94085,78112,78072,77775,77907,77942,77807,77761,78049,78214,77986,78179,78170,78210,78314,78335,78513,78516,78741,78513,78282,82888,92773,76955,77333,76775,76465,76733,77084,76557,76609,76956,77379,76979,76636,76878,76491,76442,76744,76820,77075,76873,77891,77717,77365,76737,77132,77097,77203
4,85624,79290,79315,79149,78965,78705,78575,78514,78715,79004,79145,78939,79449,78912,79139,79026,79036,79372,79116,79412,83948,92409,76966,77204,77416,78009,77471,77045,77229,77427,77783,77955,77977,77789,78296,78096,78089,77961,78156,78174,78066,78119,77921,78176,78394,78469,83084,91414,75810,75496,76237,75801,76162,76530,76358,76105,77025,76894,76670,76637,76911,76685,76711,77122,76838,77642,77806,77428,77170,78292,80438
5,91329,83479,83983,79920,79648,79707,79763,80025,79476,79928,79818,79698,79604,79831,85029,94280,78903,78580,79685,80063,79006,79303,78607,78750,78550,78771,78663,78877,78827,78766,78931,79101,78874,84466,93332,77831,77808,78107,78184,78208,78807,78072,78125,78264,77780,77889,78667,77881,78392,78175,78194,78896,78487,78191,78964,78143,78502,77913,78440,77774,78027,77762,78741,79111,79706,78570,77747,77280,77365,77249,inf
13,86953,79793,79723,78985,79352,79692,79069,79303,79145,79327,79402,79442,79343,79219,79268,79288,79559,79612,83674,92088,77049,77444,77707,77547,77325,77813,77874,77659,77603,77842,78161,78411,78323,82604,88463,78566,79359,78551,78568,78468,78939,78780,83761,91647,78418,76893,76891,77423,76470,76570,76530,76618,76485,76899,76791,77168,77046,77060,76949,77079,77093,76970,77253,77335,77631,77909,77802,77522,77709,77807,78388
16,90645,81049,80015,79810,80316,79586,81650,79732,79835,79792,79767,80101,79618,79803,79856,79981,84123,94740,78389,77905,78281,78478,78379,78403,78771,78839,78897,78796,78766,78788,78772,79075,78974,78966,79018,79192,84207,96383,77331,77400,78168,77475,78312,77018,77530,77700,77746,78544,78541,77718,78046,77968,78160,83478,92950,76280,76049,76410,76594,76817,76582,76545,76739,76926,76944,76861,76968,76504,76828,77413,inf
17,86182,79761,78852,79391,79212,79342,78642,78312,78209,78243,79210,78652,78318,78573,78529,78647,78618,78627,78694,78701,78590,78901,83733,94707,76957,77242,77329,76927,76774,76853,77384,77453,77856,77347,77327,77407,77470,77368,77770,78190,78327,78358,78190,78428,78351,78323,83264,96289,75893,75654,75436,75795,75827,76289,76226,76352,76176,76816,76772,76575,76745,76570,76596,76707,77071,76944,76955,76798,76735,77081,78909
18,89289,80576,80161,79139,79437,79366,79809,79157,79651,79249,79578,79541,79266,79957,79122,79065,79311,79380,79405,84228,93268,77891,77559,77905,77691,77785,78048,77849,77970,77910,78063,77820,77994,78151,78084,78324,78405,78364,78666,78798,78408,78513,83144,92387,77165,77816,77762,77190,76950,76527,76464,76450,76464,76678,76625,76807,76719,77076,76706,76611,76895,76957,76850,77037,78390,77504,77277,76979,76787,77098,78192
20,84703,78402,78214,78283,77806,77954,78119,78131,78079,78044,78073,78416,78304,78137,78287,78216,78519,78702,78766,78730,78922,79109,78980,84223,91874,77412,77021,77411,76901,76883,76987,76798,77187,77215,77327,77537,77401,77732,77769,77732,77709,77982,77991,79131,78121,78235,83517,102441,76171,76047,75624,76006,75956,75722,75920,76349,76044,76138,76274,76151,76431,76798,76547,76621,76741,76756,77026,77043,76473,76442,77587
154,87723,80898,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
