driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57
1,107827,100877,100711,100552,100812,100100,100090,99868,99920,99766,99729,99627,99306,99364,99091,98884,116433,105260,99912,100241,100131,100158,100135,100334,99903,99852,99864,100137,99833,99850,99487,99455,99490,99241,99449,99305,99487,99137,114909,104616,99797,100137,99584,99910,99706,100197,99637,99780,99566,99244,99117,99774,100139,99901,99454,99289,99575
2,113562,103630,103779,102958,102232,103048,101810,101550,101262,101185,101104,101242,100931,100529,100179,100379,100899,100523,101398,100886,102616,117397,105904,101051,100973,100813,100887,101246,101036,100641,101848,101148,101200,101416,100788,101115,101236,100963,101475,100338,116848,106000,101184,100224,100511,100519,100001,99981,102047,100133,99997,100441,100109,100548,99626,99644,99526
3,113057,103342,103467,102302,101993,101839,101357,101581,101260,101064,101109,100857,100841,100433,100446,100565,100379,100120,100429,117506,105713,100601,100427,100549,101199,100615,100486,100478,100786,100311,100428,100206,99853,99996,99577,99928,99949,116676,106507,101475,101344,101369,101203,100937,100936,101994,100645,100181,100633,100467,100419,100675,100279,100579,100387,100499,101542
5,109596,101814,101652,101203,100889,100998,100669,101749,101678,100890,100981,100765,100528,99980,100016,99923,99689,99375,99112,117524,105486,100395,100452,100761,100450,100838,100637,100819,100484,100306,100137,100335,100357,100466,100379,100173,99756,99699,100636,100615,100114,99793,117458,104785,99435,100097,100183,100592,99782,100264,100378,99544,99363,99651,99290,99363,99738
6,143067,109035,103600,103146,102814,102923,102770,102558,102301,102328,102226,103130,101883,102165,101913,101536,101875,101730,102062,102034,101527,102078,101806,101238,101387,101535,101220,100880,101410,119700,107454,102696,101936,101363,101426,104191,101790,102961,103291,102649,101985,101968,101657,101264,101400,103019,102349,101059,101774,102149,102169,100308,100315,100127,100137,99803,inf
7,116177,104275,103581,103408,103126,102745,102423,102031,102001,101931,101797,101586,101225,101224,101222,101138,100839,119333,106256,100845,101218,100856,102023,100884,101355,100454,100856,100234,100100,100391,99882,99904,100825,100240,99639,99911,116423,105200,100383,101631,100655,100893,101704,101219,100491,100612,100277,100424,100455,101002,101298,100122,100909,100347,100530,100292,101331
8,110305,102077,101863,101121,101242,100820,100476,101323,101603,101197,100860,100481,100738,100117,100096,101893,99848,118245,105928,100568,100747,101019,101288,100690,100236,100245,100231,99896,99936,100064,100600,99791,99707,99424,99601,99620,99471,99825,99761,100914,99818,99594,113713,114788,102500,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
9,108516,101613,101278,100948,100721,101115,100706,103138,101158,100547,100788,100119,99898,99816,99602,99697,99429,117014,105044,100038,100377,100514,100160,100326,100176,100220,100255,101521,100081,99863,100161,99971,100090,99721,99936,99738,100036,99330,99359,116620,105074,100280,100803,100678,100662,100679,101311,100433,101366,100216,99795,99760,99678,99667,99726,99753,100171
10,114804,103480,103418,103194,102749,102520,102446,101859,101791,101964,101695,101372,101257,100981,100742,101212,100651,100804,101022,100550,100716,100587,100299,100654,100189,100192,100214,99966,99897,119600,105573,101281,101236,101230,101100,101303,101156,100955,101389,100231,103781,101018,101219,100943,100905,100965,101068,100612,100205,100191,99883,99817,99983,99535,99833,100948,103144
12,122749,104313,104153,104718,104303,102785,103261,102618,102901,103673,102614,102398,102045,101886,101919,102086,101957,101815,101287,101087,101165,100850,101069,101404,100602,101378,100405,100665,99544,99620,99783,100192,117990,106186,100726,101181,101045,101629,101275,101046,101323,100536,101471,100761,101120,100915,100174,100861,100269,100346,100872,100618,100374,100329,101037,100687,101040
