driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61
1,163356,170497,114621,113712,111838,111867,112303,111234,112254,111978,111535,112543,112458,112275,118980,131101,111934,112096,112045,111416,110792,110921,110792,112268,111682,111375,111588,111250,111426,111245,111539,111229,118385,119672,131138,110324,110316,110534,109263,109797,109996,109916,110085,109698,116915,127740,108617,108725,108307,109080,108085,107752,108725,109594,110015,108852,109066,109363,110230,110374,110274
3,158861,174003,112299,112491,111987,111939,111284,110966,111510,111082,111123,111047,111402,111043,111471,119213,132945,111944,110987,110770,110955,111151,111013,110826,110839,111104,111266,111504,111569,111552,111823,112179,119545,131944,110749,111559,111416,110296,111020,110862,110680,110733,110399,110756,110805,110423,110694,111340,110826,110418,110364,110405,110911,111229,111082,111052,110300,110491,110790,111192,112521
4,167051,168288,115614,114322,113969,113664,113440,113129,112871,112595,112595,112779,112948,120492,133198,113728,112872,112876,113286,112923,112847,113183,112791,112761,112671,112357,112331,111751,112010,112128,111912,112131,112810,119950,133920,112035,112263,112631,112479,112141,111803,112097,112582,111608,112086,112334,111906,111547,111249,111433,111672,111783,111937,114070,112967,112542,112368,112720,112893,113194,113615
8,165458,169070,114960,113477,112432,111987,112324,112128,112077,112144,112797,111989,112190,112524,113001,112851,120867,129903,109882,110535,110597,110854,110927,111134,111341,111321,111698,111215,111473,111582,111278,111948,122091,128905,110049,110801,110373,110591,110201,110457,110654,110094,110749,110211,110177,117585,128651,109058,108461,108896,108204,108693,108657,109054,109691,108752,109329,109201,109909,110788,110923
13,173116,164227,116018,114559,114273,113737,113635,113320,113221,113254,113324,113643,113801,113098,113564,120595,132193,112083,112603,113320,112857,112738,112657,112850,112835,112851,113107,119310,131165,112017,113303,111915,111493,112437,113165,112381,111931,112074,112156,112620,112326,112402,119797,132017,112668,113170,113323,112594,111603,111858,111549,111715,111455,115087,112470,113675,112672,115359,113853,114200,inf
18,180319,167207,115058,116431,116879,115952,115568,115164,114850,115253,115143,114175,115592,116536,124070,131630,111898,111631,112306,112719,112908,113272,113094,113420,114323,114398,120967,132962,111904,112838,113633,112798,112972,113313,113766,114199,113652,114050,113559,115470,115320,116780,144777,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
20,192121,153322,115211,116268,114187,112743,113227,113130,114172,114050,113861,114234,114388,113683,113316,113514,114545,114890,113679,113874,113492,113851,113375,121070,128707,110116,112726,109982,109641,109857,110097,112041,110446,110676,111400,111272,111750,110826,110873,110883,111352,119325,128737,107706,107345,108186,108335,108554,109167,109693,108895,108335,108942,109467,109208,109164,109587,109803,111328,110982,111037
815,177263,162262,116135,114903,114589,114335,114299,114346,113772,113957,113853,113981,114269,113846,113991,114522,115001,114407,113331,113296,113266,113702,113935,113761,121351,131253,112628,112602,111829,112000,114604,112668,113497,111517,114242,112722,112195,112636,112684,112237,112113,112139,112932,112585,112507,112409,112386,116912,113177,112439,112774,113027,113056,113024,113225,113460,113506,114337,113610,114270,114437
817,159985,173579,113756,112615,111888,111787,112008,111786,111904,111617,111781,111915,111759,111803,119762,132646,111173,111049,110798,110943,110499,110560,110530,110697,110656,110724,111181,111623,111629,111807,112168,120513,131920,111508,111502,111134,110760,110942,110333,110406,110902,110721,110333,110321,110299,110193,117418,126985,107187,107630,107779,107791,108890,108871,108679,109298,110357,109770,109641,109816,110911
821,179122,160074,115884,114868,114277,114518,114140,114432,113781,113704,113708,114097,114513,113584,114352,114494,115180,121379,133520,112067,113657,112410,112131,112179,112806,112966,117754,112627,111701,112282,113623,112557,116806,113065,113402,122714,135099,111379,111075,111539,111387,111515,111761,111275,112627,113096,113660,111999,111982,111672,111483,111526,111515,111795,114608,113002,114380,112365,116667,114008,inf
