driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55
1,,[],[],[],[],[],[],[],[],[],[],[],[],[8],[],[20],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[8],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3,,[],[],[],[],[],[],[],[],[],[],[],[],[20],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[20],[],[],[],[],[],[8],[],[],[],[],[],[],[],[],[],[],[],[],[]
4,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
8,,[],[],[],[],[],[],[],[],[],[],[154],[],[],[],[815],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[20],[],[],[],[815],[],[],[],[],[],[],[],[],[815],[],[],[],[],[],[],[],[],[],[]
13,,[],[826],[],[],[],[],[],[18],[],[],[],[828],[],[],[],[],[],[],[],[],[],[],[826],[],[],[],[],[],[],[],[],[830],[],[],[],[],[],[],[],[],[],[],[],[],[],[832],[],[],[],[],[],[826],[],[]
18,,[],[],[],[],[],[13],[807],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[831],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[831],[],[],[],[],[],[],[],[],[],[],[],[]
20,,[],[],[],[],[18],[13],[807],[822],[],[154],[8],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[815],[],[],[],[],[],[],[],[154],[],[],[],[817],[],[],[],[],[],[],[],[],[],[]
154,,[],[],[],[],[],[13],[828],[18],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[13],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[18],[],[],[],[],[],[],[830],[832],[],[]
807,,[],[],[],[],[],[815],[],[18],[],[],[13],[828],[],[],[],[],[],[],[],[],[],[],[],[],[830],[826],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[826],[],[],[],[826],[],[],[],[],[],[],[],[]
815,,[],[],[],[],[],[],[817],[18],[],[],[828],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[817],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
817,,[],[832],[],[],[],[],[13],[18],[],[],[828],[],[],[],[],[],[],[],[],[],[],[807],[],[],[],[],[154],[],[],[],[],[],[],[],[],[],[],[],[154],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
822,,[],[],[],[830],[],"[20, 815]",[807],[],[],[],[4],[],[833],[],[],[],[],[],[],[],[],[],[],[],[],[4],[831],[],[],[],[],[],[],[],[],[],[],[],[],[],[4],[],[],[],[],[],[],[],[],[],[],[],[],[]
826,,[],[],[],[],[],[],[829],[18],[],[],[],[832],[],[],[],[],[832],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[832],[],[],[]
828,,[],[],[829],[],[829],[826],[807],[18],[],[],[],[],[],[],[],[],[],[],[],[822],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[4],[],[],[],[],[],[],[],[],[],[]
829,,[],[],[],[],[],[],[833],[],[],[],[833],[],[],[],[],[],[],[],[],[],[833],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
830,,[],[],[],[],[],[13],[807],[],[],[],[],[],[],[18],[],[],[18],[],[],[],[],[],[],[822],[],[],[],[828],[],[],[],[],[],[],[],[],[],[],[],[822],[],[822],[],[],[],[],[],[],[],[],[],[],[],[]
831,,[],[],[],[],[],[],[],[],[833],[],[],[],[829],[],[822],[],[],[],[],[],[],[],[],[828],[],[],[],[],[4],[],[],[],[],[],[],[],[],[822],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
832,,[],[],[],[],[],[13],[],[829],[],[],[],[],[],[],[],[],[],[],[18],[],[],[],[18],[],[],[154],[],[],[],[],[],[828],[],[],[],[],[],[],[],[],[],[],[18],[],[],[],[],[],[],[],[],[],[],[]
833,,[],[],[],[4],[],[],[],[],[4],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
