driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60
1,,[],[],[],[],[8],[17],[],[],[],[],[],[],[],[807],[],[],[],[],[],[],[],[],[822],[],[],[807],[],[807],[],[],[],[],[813],[],[],[],[815],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3,,[],[],[],[],[],[],[],[807],[1],[],[],[],[],[822],[1],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[4, 814]",[],[],[815],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[154],[],[],[],[8],[],[],[],[]
4,,[],[],[],[],[819],[],[],[824],[],[820],[],[],[818],[],[],[],[],[],[],[154],[],[],[],[],[],[],[154],[],[],[],[822],[],[],[],[],[],[],[818],[],[],[],[],[],[],[],[813],[],[],[],[],[],[],[],[],[],[],[],[],[]
8,,[],[],[],[],[],[],[],[820],[],[18],[],[],[],[],[],[],[],[],[],[],[],[],[814],[],[],[],[],[],[],[13],[],[3],[815],[],[],[3],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
13,,[],[],[],[],[],[],[],[],[822],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[1, 807]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[1],[],[],[],[]
16,,[813],[],[813],[],[807],[],[3],[13],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[815],[],[],[],[],[],[],[],[],[],[],[822],[],[],[822],[],[],[],[],[],[],[],[],[],[],[],[]
17,,[],[],[],[815],[],[],[815],[13],[],[],[],[],[],[],[],[],[],[],[],[815],[],[],[],[],[],[],[],[],[],[],[817],[],[],[],[],[16],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18,,[821],[813],[],[],[],[],[],"[4, 820]",[],[818],[],[],[],[],[],[],[824],[],[],[],[],[],[],[],[],[820],[],[],[],[821],[],[],[],[],[],[],[],[],[],[820],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
20,,[],[],[814],[],[820],[807],"[3, 822]",[13],[821],[16],[],[],[],[],[],[],[],[],[],[817],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[8],[],[],[],[],[],[],[],[]
154,,[822],[20],[821],[],[813],[],[3],[13],[16],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[4, 813]",[],[],[815],[],[],[],[],[],[],[13],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[8],[],[],[],[]
