driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52
1,,[],[],[],[],[],[],[],[],[],[],[820],[],[],[],[813],[],[],[],[],[],[],[],[821],[],[],[],[],[],[],[4],[],[],[814],[],[],[],[814],[],[154],[],[],[],[],[],"[18, 815]",[817],[],[16],[],[8],[]
3,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[20],[],[],[],[],[],[],[],[],[],[],[]
4,,[154],[],[],[],[],[],[],[],"[817, 13]",[],"[817, 154]",[818],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[16],[],[],"[1, 817]",[814],[],[],[],[],[],[],"[17, 20]",[],[],[],[],"[18, 815]",[817],[16],[],[8],[],[]
8,,[],[],[],[],[],[],[],[],[],[16],[],[],[154],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[16, 4]",[],[4],[],"[1, 817]",[814],[],[],[],[],[],[],[20],[],[],[],[],[],[],[],[],[],[],[]
13,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[823],"[824, 819, 820]",[],[],[822],[807],[],[],[813],[],[],[],[18],[815],[],[],[],[822],[],[],[],[],[],[],[],"[154, 815]",[18],[817],[],[],[16],[]
16,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17,,[821],[807],[],[],[],[18],[],[],"[13, 815]",[],[822],[813],[],[],[],[],[],[],[],[],[815],[],[],[],[],[],[],[154],[],[817],[],[18],"[1, 815]",[4],[],[],[],[],[],[],[8],[],[],[],[817],[16],[8],[],[],[],[]
18,,[],[],[],[],[],[],[],[],[13],[4],[],[813],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[4],[],[],[],[],[],[13],[154],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
20,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
154,,[],[],[],[],[],[],[],"[817, 4]",[],[4],[817],[],[815],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[813],[],[],[],[],[13],[],[],[],[],[],[],[],[],[],[18],[],[],[],[],[]
807,,[],[],[],[],[],[],[],[],[13],[4],[817],[],[],[821],[],[],[],[],[],[],[],[],[],[814],[],[824],[819],[],[],[822],[],[],[],[],[],[13],[],[],[],[],[],[],[],[],[815],[18],[],[],[154],[],[]
813,,[],[],[],[],[],[],[],[],[814],[821],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[13, 814]",[],[],[],[],[],[],[],[],[815],[],[],[18],[],[154],[]
814,,[822],[],[813],[],[],[],[],"[818, 821]",[],[],[822],[],[813],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[4],[],[18],[],[807],[813],[13],[],[],[],[],[],[],[],"[813, 807]",[815],[18],[],[],[154],[],[]
815,,[],[],[],[18],[],[],[],[],[13],[4],[817],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[4],[],[],[],[13],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
817,,[],[],[],[],[],[],[],[],[13],[],[],[],[815],[],[],[],[],[],[],[],[],[],[],[],[],[],[154],[],[],[],[16],[],"[13, 815]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
818,,[],[],[813],[],[],[],[],[],[13],[4],[817],[],[],[],[822],[],[],[],[],[],[],[],[],[],[],[],[820],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
819,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[807],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
820,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[823],[]
821,,[],[],[],[],[],[],[],[],"[818, 814]",[],[],[822],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[824],[],[],[],[],[819],[],[],[],[],[],"[824, 815]",[819],[],[],[],[],[]
822,,[],[],[],[],[],[],[],[],[814],[821],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[807],[],[],[],[],[],[],[],[],[],[],[],[807],[],[824],[],[],[],[],[],"[819, 815]",[],[],[],[],[],[18]
823,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[820],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[820],[],[],[]
824,,[820],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[807],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
