driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52
1,,[],[811],[],[],[],[],[],[],[],[],[],[811],[],[],[],[],[],[],[],[],[],[],[154],[],[30],[],[],[],[3],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[807],[]
3,,[],[],[],[],[],[],[818],[],[],[],[817],[],[],"[18, 13]",[],[818],[],[],[],[],[],[],[],[],[],[817],[],[154],[],[],[],[],[],[811],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
4,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[17],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
5,,"[819, 39]",[37],[],[],[],[],[],[10],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[37],[10],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
8,,[],[],[1],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[154],[],[30],[],[],[],[],[],[],[],[30],[],[20],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
10,,[37],[],[],[],[],[],[37],[],[],[],[],[],[37],[],[],[],[],[],[819],[],[],[],[37],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
13,,[],[],[],[],[],[],[],[],[],"[8, 30]",[],[],[],[],[],[],[],[],[],[],[],[],[30],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17,,[],[],[],[],[],[],[],[],[30],[],[13],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[20],[],[],[],[]
18,,[],[],[],[],[],[],[],[],[],[],[],[],[3],[],[],[],[817],[],[],[],[],[],[],[],[],[],[],[],[3],[],[],[],[],[],[817],[],[818],[],[],[],[],[],[],[],[],[],[],[],[],[807],[]
20,,[],[],[813],[],[],[],[],[],"[8, 13]",[],[818],[],[817],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[155],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
